1593615;JAPAUTO COMERCIO DE MOTOCICLETAS LTDA;JAPAUTO SANTO AMARO;SAO PAULO;SP
1597124;ASTRA MOTOS COMERCIO LTDA;ASTRA MOTOS;SAO PAULO;SP
1598308;MOTO CENTER EVEREST LTDA;MOTO EVEREST;SAO PAULO;SP
1598309;MOTO CENTER EVEREST LTDA;MOTO EVEREST GUARULHOS;GUARULHOS;SP
1604170;JAPAUTO COMERCIO DE MOTOCICLETAS LTDA;JAPAUTO ITAQUERA;SAO PAULO;SP
1604654;MOTO REMAZA DISTR VEICULOS E PECAS LTDA;REMAZA BUTANTA;SAO PAULO;SP
1607462;HIRAYAMA E CIA LTDA;AKIRA SUZANO;SUZANO;SP
1609665;MONTE LEONE COM MOTOS PECAS SERVS LTDA;MONTE LEONE BRASILAN;SAO PAULO;SP
1609760;GENIAL COMERCIO DE MOTOS LTDA;GENIAL;SAO PAULO;SP
1619247;HIURI COMERCIO DE MOTOS E SERVICOS LTDA;HIURI MOTOS;SAO PAULO;SP
1619897;GENIAL LESTE COMERCIO DE MOTOS LTDA;GENIAL LESTE;SAO PAULO;SP
1620439;JAPAUTO COMERCIO DE MOTOCICLETAS LTDA;JAPAUTO ITAIM PTA;SAO PAULO;SP
1621371;TEAMTRENDS VEICULOS LTDA;TRENDS MOTOS LAPA;SAO PAULO;SP
1624759;COMSTAR VEICULOS LTDA;COMSTAR INTERLAGOS;SAO PAULO;SP
1625155;JAPAUTO SAO PAULO DIST MOTOS VEICS LTDA;JAPAUTO PIRITUBA;SAO PAULO;SP
1625437;NOVA RADAR MOTOS LTDA;NOVA RADAR MOTOS;OSASCO;SP
1625440;MOTO REMAZA DISTR VEICULOS E PECAS LTDA;REMAZA RUDGE RAMOS;SAO BERNARDO DO CAMPO;SP
1626051;STR MOTOS LTDA;STR RIO PEQUENO;SAO PAULO;SP
1630821;AKIRA COMERCIAL LTDA;AKIRA PENHA;SAO PAULO;SP
1633570;MOTO FIELD COM MOT,PEC SERV MAN MOT LTDA;MOTO FIELD;MOGI DAS CRUZES;SP
1634313;MOTO REMAZA DISTR VEICULOS E PECAS LTDA;REMAZA IPIRANGA;SAO PAULO;SP
1012177;LEVESA LESTE VEICULOS LTDA;LEVESA.;SAO PAULO;SP
1013467;SAGA VEICULOS LTDA;TRENDS MOTOS;VALINHOS;SP
1012410;MILAMOTO VEICULOS LTDA;MILAMOTO JUNDIAI;JUNDIAI;SP
1010166;ANDRA VEICULOS LTDA;ANDRA;CAMPINAS;SP
1011243;MOTO BRISA LTDA;MOTOBRISA;AMPARO;SP
1021893;BRAG MOTO COM DE VEICS E MAQUINAS LTDA;BRAGMOTO;BRAGANCA PAULISTA;SP
1012584;MOTO SNOB COM E REPRESENTACOES LTDA;MOTOSNOB AMERIC;AMERICANA;SP
1022610;MOTOVELOZ VEICULOS LTDA;MOTOVELOZ;CAMPINAS;SP
1013238;PRO-LINK VEICULOS LTDA;PROLINK;INDAIATUBA;SP
1024949;WINNER COM E REPRES LTDA;WINNER;LIMEIRA;SP
1015419;MOTOMIL PIRACICABA COM IMP LTDA;MOTOMIL PIRACIC;PIRACICABA;SP
1015532;MOTOMIL DE CAMPINAS COM E IMP LTDA;MOTOMIL CAMPINA;CAMPINAS;SP
1016695;AVERSA MOTOS LTDA;AVERSA;PIRACICABA;SP
1032585;MOTO SNOB COM E REPRESENTACOES LTDA;MOTOSNOB SUMARE;SUMARE;SP
1019163;COMERCIO DE VEIC E MOTOC JUNDIAI LTDA;BM MOTOS;JUNDIAI;SP
1022415;MILAMOTO COMERCIO DE VEICULOS LTDA;MILAMOTO ITATIBA;ITATIBA;SP
1042580;MOTO SNOB COM E REPRESENTACOES LTDA;MOTOSNOB STABARBARA;SANTA BARBARA D'OESTE;SP
1594087;ANDRA VEICULOS LTDA;ANDRA PAULINIA;PAULINIA;SP
1594776;MOTO SNOB COM E REPRESENTACOES LTDA;MOTOSNOB HORTOLANDIA;HORTOLANDIA;SP
1596420;WINNER COMERCIO DE VEICULOS LTDA;WINNER CAMPINAS;CAMPINAS;SP
1603904;SAGA VEICULOS LTDA;TRENDS CAMPINAS;CAMPINAS;SP
1606659;COMERCIO DE VEIC E MOTOC JUNDIAI LTDA;BM VARZEA PAULISTA;VARZEA PAULISTA;SP
1630246;TSUJI MOTOS LTDA;TSUJI MOTOS;ATIBAIA;SP
1609734;AVERSA MOTOS LTDA;AVERSA VILA REZENDE;PIRACICABA;SP
1618737;MOTO SNOB COM E REPRESENTACOES LTDA;MOTOSNOB NOVA ODESSA;NOVA ODESSA;SP
1625002;MOTO BRISA LTDA;MOTOBRISA JAGUARIUNA;JAGUARIUNA;SP
1628112;SAGA VEICULOS LTDA;TRENDS AMERICANA;AMERICANA;SP
1636257;WINNER COMERCIO DE VEICULOS LTDA;WINNER SUMARE;SUMARE;SP
1010220;PERES DIESEL VEICULOS S/A;PERES PIRASSUNU;PIRASSUNUNGA;SP
1029517;NOVAMOTO VEICULOS LTDA;NOVAMOTO SAOCARLOS;SAO CARLOS;SP
1010808;COMERCIAL ESPORT MOTOR LTDA;ESPORT MOTOR;RIO CLARO;SP
1014447;ORLANDIA MOTO LTDA;MOTORLANDIA;ORLANDIA;SP
1014323;MOTOCOR-MOCOCA COMERCIO E REP. LTDA;MOTOCOR;MOCOCA;SP
1014960;COMERCIAL FRANCANA DE VEICULOS LTDA;HIDOMOTOS;FRANCA;SP
1015257;LUANA MOTOS LTDA;LUANA;FRANCA;SP
1015494;R PERRI COM DE VEICULOS LTDA;RPMOTOS;SERTAOZINHO;SP
1016393;RAFAEL ANANIAS & CIA LTDA;MOTOASA RIB.PRETO;RIBEIRAO PRETO;SP
1019570;MUNDIAL CENTER MOTOS LTDA;MUNDIAL MOTOS;ARARAS;SP
1026704;MOTO ZEMA LTDA;MOTOZEMA ITUVERAVA;ITUVERAVA;SP
1019511;NOVAMOTO VEICULOS LTDA;NOVAMOTO ARARAQUARA;ARARAQUARA;SP
1026399;RAFAEL ANANIAS & CIA LTDA;MOTOASA IPIRANGA;RIBEIRAO PRETO;SP
1039490;SANTA EMILIA AUTOMOVEIS E MOTOS LTDA;SANTA EMILIA CASTELO;RIBEIRAO PRETO;SP
1029495;SANTA EMILIA AUTOMOVEIS E MOTOS LTDA;SANTA EMILIA MOTOS;RIBEIRAO PRETO;SP
1017497;GUACU MOTOS LTDA;GUACUMOTOS;MOGI GUACU;SP
1616558;NOVAMOTO VEICULOS LTDA;NOVAMOTO IBITINGA;IBITINGA;SP
1617361;MUNDIAL CENTER MOTOS LTDA;MUNDIAL MOTOS LEME;LEME;SP
1619718;ORLANDIA MOTO LTDA;MOTORLANDIA SJOAQUIM;SAO JOAQUIM DA BARRA;SP
1623292;PERES DIESEL VEICULOS S/A;PERES PORTO FERREIRA;PORTO FERREIRA;SP
1623637;NOVAMOTO VEICULOS LTDA;NOVAMOTO SCARLOS CTR;SAO CARLOS;SP
1624880;MUNDIAL DISTRIBUIDORA DE MOTOS LTDA;MUNDIAL MOTOS MMIRIM;MOGI MIRIM;SP
1624884;MUNDIAL DISTRIBUIDORA DE MOTOS LTDA;MUNDIAL MOTOS ITAPI;ITAPIRA;SP
1630927;PERES DIESEL VEICULOS S/A;PERES SJB VISTA;SAO JOAO DA BOA VISTA;SP
1012665;MOTOS ANDRADE LTDA.;MOTOSANDRADE;BARRETOS;SP
1010204;COMERCIAL GRAN RIO MOTO LTDA;GRANRIO;ANDRADINA;SP
1012312;MAVESA MATUOKA VEICULOS LTDA;MAVESA;ADAMANTINA;SP
1013718;ALBATROZ COMERCIO DE MOTOS LTDA.;ALBATROZ;VOTUPORANGA;SP
1021400;MOTO MAX LTDA;MOTOMAX;BEBEDOURO;SP
1014315;CENTER MOTOS PECAS E ACESS.LTDA;CENTER JALES;JALES;SP
1015451;FARIA MOTOS LTDA;FARIA;SAO JOSE DO RIO PRETO;SP
1016032;SPERTA MOTO COMERCIO DE VEICULOS LTDA;SPERTA BIRIGUI;BIRIGUI;SP
1015788;DANDA COMERCIAL DE MOTOS LTDA;DANDA;SAO JOSE DO RIO PRETO;SP
1011081;CREMONE MOTONAUTICA LTDA.;CREMONE;PRESIDENTE PRUDENTE;SP
1010905;PAJE MOTOS LTDA;PAJE;PRESIDENTE VENCESLAU;SP
1018779;PIVETTA MOTOS LTDA;PIVETTA MOTOS;FERNANDOPOLIS;SP
1022318;MAVESA MATUOKA VEICULOS LTDA;MAVESA DRACENA;DRACENA;SP
1036033;SPERTA MOTO COMERCIO DE VEICULOS LTDA;SPERTA ARACATUBA;ARACATUBA;SP
1026038;SPERTA MOTO COMERCIO DE VEICULOS LTDA;SPERTAMOTO PENAPOLIS;PENAPOLIS;SP
1593422;PIVETTA MOTOS MATAO LTDA;PIVETTA MATAO;MATAO;SP
1594180;SPERTA MOTO COMERCIO DE VEICULOS LTDA;SPERTA LINS;LINS;SP
1595307;TEMM MOTOCICLETAS E PECAS LTDA;CAIOBA OLIMPIA;OLIMPIA;SP
1608108;COMERCIAL GRAN RIO MOTO LTDA;GRANRIO ILHASOLTEIRA;ILHA SOLTEIRA;SP
1608480;TEMM MOTOCICLETAS E PECAS LTDA;CAIOBA BARRETOS;BARRETOS;SP
1623377;CICAL MOTONAUTICA LTDA;CICAL ARACATUBA;ARACATUBA;SP
1631480;ANANIAS COMERCIO DE VEICULOS LTDA;MOTOASA JABOTICABAL;JABOTICABAL;SP
1633153;ANANIAS COMERCIO DE VEICULOS LTDA;MOTOASA MONTE ALTO;MONTE ALTO;SP
1637875;D ROJAS ROJAS LTDA;D ROJAS.;CATANDUVA;SP
1010069;AGENCO COM DE AUTOMOVEIS LTDA;AGENCO;JACAREI;SP
1014935;ITANHAEM DISTR DE MOTOS VEICS LTDA;ITANHAEM MOTOS;ITANHAEM;SP
1014986;KADU MOTORES LTDA;KADU LORENA;LORENA;SP
1016407;SANMELL MOTOS LTDA;SANMELL SANTOS;SANTOS;SP
1018574;PLANETA MOTOS LTDA;PLANETA;SAO JOSE DOS CAMPOS;SP
1019619;GOLDEN MOTOS LTDA;GOLDEN MOTOS;PINDAMONHANGABA;SP
1016130;SANMELL MOTOS LTDA;SANMELL;SAO VICENTE;SP
1598492;DUKA MOTORES DE SAO JOSE LTDA;KADU SAO JOSE;SAO JOSE DOS CAMPOS;SP
1599463;SANMELL MOTOS LTDA;CUBATAO MOTOS;CUBATAO;SP
1604672;M & M UNIVERSO COM MOTOC PECAS LTDA;UNIVERSO MOTOS;TAUBATE;SP
1606135;SANMELL MOTOS LTDA;SANMELL PRAIA GRANDE;PRAIA GRANDE;SP
1606527;SANMELL MOTOS LTDA;SANTOS MOTO CENTER;SANTOS;SP
1613231;GOLDEN GUARA COMERCIO DE MOTOS LTDA;GOLDEN GUARA;GUARATINGUETA;SP
1614015;M & M UNIVERSO COM MOTOC PECAS LTDA;UNIVERSO CARAGUA;CARAGUATATUBA;SP
1618875;GOLDEN MOTOS LTDA;GOLDEN CAMPOS JORDAO;CAMPOS DO JORDAO;SP
1622771;SANMELL MOTOS LTDA;SANMELL GUARUJA;GUARUJA;SP
1625449;M & M UNIVERSO COM MOTOC PECAS LTDA;UNIVERSO CENTRO II;TAUBATE;SP
1627504;M & M UNIVERSO COM MOTOC PECAS LTDA;UNIVERSO UBATUBA;UBATUBA;SP
1628651;M & M UNIVERSO COM MOTOCIC PECAS LTDA;UNIVERSO CACAPAVA;CACAPAVA;SP
1013823;VEICULOS SUPER MOTO LTDA;SUPERMOTO;BAURU;SP
1013092;OTSUBO & CIA LTDA;OTSUBO;TUPA;SP
1014633;MOTOPLAZA COMERCIO E REP LTDA;MOTOPLAZA;JAU;SP
1015427;JAIC COMERCIO E IMPORTACAO DE MOTOS LTDA;FREIREMOTOS;MARILIA;SP
1014641;ITAPE MOTOS LTDA;MOTO GUIA ITAPE;ITAPETININGA;SP
1011456;EQUIPAR ASSIS PCS ACES.P/AUTOS LTDA;EQUIPAR;ASSIS;SP
1013670;HIPER MOTO OURINHOS LTDA;HIPERMOTO;OURINHOS;SP
1025422;JAIC COMERCIO E IMPORTACAO DE MOTOS LTDA;FREIREMOTOS GARCA;GARCA;SP
1016792;WALK COMERCIO DE MOTOS LTDA;WALK SOROCABA;SOROCABA;SP
1017101;MAGGI MOTOS LTDA;MAGGI;ITU;SP
1014587;TATUI MOTOS LTDA;MOTO GUIA TATUI;TATUI;SP
1051695;FIGUEIREDO S/A;MOTOFIC;AVARE;SP
1012509;TP MOTOS E PECAS LTDA;TP MOTOS;ITAPEVA;SP
1594805;NOVAMOTO VEICULOS LTDA;NOVAMOTO BAURU;BAURU;SP
1604682;WALK COMERCIO DE MOTOS LTDA;WALK VOTORANTIM;VOTORANTIM;SP
1605866;VEICULOS SUPER MOTO LTDA;SUPERMOTO LENCOIS;LENCOIS PAULISTA;SP
1607720;BICUDO MOTOS LTDA;BICUDO MOTOS;REGISTRO;SP
1609731;MOTOPLAZA COMERCIO E REP LTDA;MOTOPLAZA BARRA;BARRA BONITA;SP
1613651;MONTE LEONE COML DISTR MOTOS LTDA;MONTE LEONE PIEDADE;PIEDADE;SP
1617565;NOVAMOTO VEICULOS LTDA;NOVAMOTO AGUDOS;AGUDOS;SP
1621747;MAGGI MOTOS LTDA;MAGGI SALTO;SALTO;SP
1622153;MONTE LEONE COML DISTR MOTOS LTDA;MONTE LEONE SROQUE;SAO ROQUE;SP
1624725;CAMARGO MOTOS COMERCIAL LTDA;CAIUAS MOTOS;SOROCABA;SP
1624737;SAAD E CIA COMERCIAL DE MOTOS LTDA;MOTO GUIA BOTUCATU;BOTUCATU;SP
1625341;HIPER MOTO OURINHOS LTDA;HIPERMOTO SCRPARDO;SANTA CRUZ DO RIO PARDO;SP
1015176;SAFEWAY MOTOS LTDA;SAFEWAY;RIO DE JANEIRO;RJ
1012703;MOTOCAR MOTO CARIOCA LTDA;MOTOCAR RIO;RIO DE JANEIRO;RJ
1016067;MOTOCLEAN VEICULOS LTDA;MOTOCLEAN;RIO DE JANEIRO;RJ
1017713;MOTOFACIL VEICULOS LTDA;DICASA CENTRO RIO;RIO DE JANEIRO;RJ
1022709;MOTOCAR MOTO CARIOCA LTDA;MOTOCAR NOVAIGUACU;NOVA IGUACU;RJ
1027719;MOTOFACIL VEICULOS LTDA;DICASA ITABORAI;ITABORAI;RJ
1019953;NITJAP COMERCIO DE MOTOS LTDA;DICASA MOTOS;NITEROI;RJ
1029959;NITJAP COMERCIO DE MOTOS LTDA;DICASA SAO GONCALO;SAO GONCALO;RJ
1593127;ROTA H VEICULOS LTDA;ROTA H;RIO DE JANEIRO;RJ
1594088;MOTO SUL CARIOCA LTDA;MOTOCAR BOTAFOGO;RIO DE JANEIRO;RJ
1639152;TOP MOTO CARIOCA LTDA;MOTOCAR MADUREIRA;RIO DE JANEIRO;RJ
1600032;GP MOTOS CARIOCA LTDA;MOTOCAR TIJUCA;RIO DE JANEIRO;RJ
1600033;GP MOTOS CARIOCA LTDA;MOTOCAR DUQUE CAXIAS;DUQUE DE CAXIAS;RJ
1601843;MOTOCAR MOTO CARIOCA LTDA;MOTOCAR CPO GRANDE;RIO DE JANEIRO;RJ
1613360;NITJAP COMERCIO DE MOTOS LTDA;DICASA MAGE;MAGE;RJ
1622946;RECREIO RIO MOTOS COM E REP LTDA;RECREIO ITAGUAI;ITAGUAI;RJ
1622956;RECREIO RIO MOTOS COM E REP LTDA;RECREIO ANGRA;ANGRA DOS REIS;RJ
1626981;RECREIO RIO MOTOS COM E REP LTDA;RECREIO BANGU;RIO DE JANEIRO;RJ
1628749;SAFEWAY MOTOS LTDA;SAFEWAY NILOPOLIS;NILOPOLIS;RJ
1636184;RECREIO RIO MOTOS COM E REP LTDA;RECREIO MOTOS MERITI;SAO JOAO DE MERITI;RJ
1015290;COMERCIAL RIZK DE MOTOCICLETAS LTDA;MOTO VENA;VITORIA;ES
1012630;MOTO WAVE COM E ASS TECNICA LTDA;MOTOWAVE;CABO FRIO;RJ
1591988;COMERCIAL RIZK DE MOTOCICLETAS LTDA;MOTO VENA VILA VELHA;VILA VELHA;ES
1010131;ALPINA VEICULOS LTDA;ALPINA;TERESOPOLIS;RJ
1011910;ESTRELA H MOTOS LTDA;ESTRELA H C ITAPEMIR;CACHOEIRO DE ITAPEMIRIM;ES
1042564;MOTO SCARTON LTDA;SCARTON;COLATINA;ES
1015320;MOL COMERCIO DE MOTOS LTDA;MOL;SAO MATEUS;ES
1016482;MOTOWAY DE ITAPERUNA COM MOTOS LTDA;MOTOWAY;ITAPERUNA;RJ
1016601;LUC PADUA MOTOS E REPR.LTDA;LUC;SANTO ANTONIO DE PADUA;RJ
1017306;MOTO CLASSE MOTOS LTDA;MOTOCLASSE MACAE;MACAE;RJ
1017659;ITACAR MOTOS CAMPOS LTDA;ESTRELA H CAMPOS;CAMPOS DOS GOYTACAZES;RJ
1018086;LITORAL MOTO CENTER LTDA;MOTOLITORAL;GUARAPARI;ES
1019287;MOTO MAXIMA LTDA;MOTO MAXIMA;CARIACICA;ES
1019805;ITACAR VENDA NOVA MOTOS LTDA;ESTRELA H VENDA NOVA;VENDA NOVA DO IMIGRANTE;ES
1013947;MOTO SCALA DE FRIBURGO COM MOTOS LTDA;MOTO SCALA;NOVA FRIBURGO;RJ
1027301;MOTO CLASSE MOTOS LTDA;MOTOCLASSE RIOBONITO;RIO BONITO;RJ
1025325;MOL COMERCIO DE MOTOS LTDA;MOL BARRA SFRANCISCO;BARRA DE SAO FRANCISCO;ES
1014692;ESTRELA H MOTOS RIO LTDA;ESTRELA H TRES RIOS;TRES RIOS;RJ
1024698;ESTRELA H MOTOS RIO LTDA;ESTRELA H BARRA;BARRA DO PIRAI;RJ
1052560;MOTO SCARTON LTDA;SCARTON SAO GABRIEL;SAO GABRIEL DA PALHA;ES
1594368;SUPER MANIA COMERCIO DE MOTOS LTDA;MOTOMANIA;VOLTA REDONDA;RJ
1639886;MOTO SCARTON LTDA;SCARTON AFONSO CLAUD;AFONSO CLAUDIO;ES
1641345;GOLDEN RIO COMERCIO DE MOTOS LTDA;GOLDEN RIO;RESENDE;RJ
1624890;ESTRELA H MOTOS RIO LTDA;ESTRELA H VALENCA;VALENCA;RJ
1605865;SUPER MANIA COMERCIO MOTOS LTDA;MOTOMANIA BARRAMANSA;BARRA MANSA;RJ
1614261;ESTRELA H MOTO  SERRA LTDA;ESTRELA H SERRA;SERRA;ES
1620722;RECREIO RIO MOTOS COM E REP LTDA;RECREIO MOTOS;PETROPOLIS;RJ
1629621;LAGUNA MOTOS COMERCIO DE MOTOS LTDA;LAGUNA MOTOS;LINHARES;ES
1629959;LAGUNA MOTOS -  COMERCIO DE MOTOS LTDA;LAGUNA ARACRUZ;ARACRUZ;ES
1630176;ESTRELA H MOTOS LTDA;ESTRELA H ALEGRE;ALEGRE;ES
1630838;ESTRELA H MOTO SERRA LTDA;ESTRELA H S M JETIBA;SANTA MARIA DE JETIBA;ES
1636218;MOTO WAVE COM ASSIST TECNICA LTDA;MOTO WAVE ARARUAMA;ARARUAMA;RJ
1636501;MOL COMERCIO DE MOTOS LTDA;MOL VENECIA;NOVA VENECIA;ES
1638105;RSF COMERCIO MOTOC E SERV LTDA;LAGUNA MOTOS VITORIA;VITORIA;ES
1010328;AUTOCAR S/A VEICULOS E EQUIPAMENTOS;MOTOCITY MATRIZ;BELO HORIZONTE;MG
1011332;EASY WAY MOTOS LTDA;EASY WAY;CONSELHEIRO LAFAIETE;MG
1012606;MOTO STAR LTDA;MOTOSTAR PARADEMINAS;PARA DE MINAS;MG
1014927;BANDEIRANTE MOTOS LTDA;BANDEIRANTE MOTOS;SETE LAGOAS;MG
1015648;OTOBAI VEICULOS E PECAS LTDA;OTOBAI;BELO HORIZONTE;MG
1017438;MINAS MOTOS LTDA;MINASMOTOS;BELO HORIZONTE;MG
1019970;MOTO BH LTDA;MOTO BH;BELO HORIZONTE;MG
1028995;BY MOTO LTDA;BY MOTO BETIM;BETIM;MG
1011960;MOTO FEST LTDA;MOTO FEST;CONTAGEM;MG
1016644;CASA CRUZEIRO MOTOS ACESSORIOS LTDA;CASA CRUZEIRO;FORMIGA;MG
1018094;LIDERANCA MOTOS LTDA;LIDERANCA;DIVINOPOLIS;MG
1018990;BY MOTO LTDA;BY MOTO;BELO HORIZONTE;MG
1019791;MARTINELLI MOTOS LTDA;MARTINELLI MOTOS;BOM DESPACHO;MG
1012339;MAXMOTO LTDA;MAXMOTO;PONTE NOVA;MG
1022334;MAXMOTO LTDA;MAXMOTO VICOSA;VICOSA;MG
1014358;SOUZA MILBRATZ MOTOS LTDA;MAXMOTO J MONLEVADE;JOAO MONLEVADE;MG
1592860;OTOBAI VEICULOS E PECAS LTDA;OTOBAI PEDRO I;BELO HORIZONTE;MG
1593499;SOUZA MILBRATZ MOTOS LTDA;MAXMOTO MARIANA;MARIANA;MG
1594089;MINAS MOTOS LTDA;MINASMOTOS  BARREIRO;BELO HORIZONTE;MG
1596260;TOP MOTOS VEICULOS E PECAS LTDA;BY MOTO ITAUNA;ITAUNA;MG
1640682;MOTO FEST LTDA;MOTO FEST CENTRO;CONTAGEM;MG
1600843;AUTOCAR S/A VEICULOS E EQUIPAMENTOS;MOTOCITY ALIPIO;BELO HORIZONTE;MG
1607971;BY MOTO LTDA;BY MOTO SANTA LUZIA;SANTA LUZIA;MG
1611274;MOTO STAR LTDA;MOTOSTAR NOVASERRANA;NOVA SERRANA;MG
1618876;OTOBAI VEICULOS E PECAS LTDA;OTOBAI RIBEIRAONEVES;RIBEIRAO DAS NEVES;MG
1623906;BY MOTO LTDA;BY MOTO BETIM II;BETIM;MG
1629925;BY MOTO LTDA;BY MOTO VENDA NOVA;BELO HORIZONTE;MG
1634310;OTOBAI VEICULOS E PECAS LTDA;OTOBAI SABARA;SABARA;MG
1591816;BRENO MOTOS LTDA;MOTO PASSOS;PASSOS;MG
1010530;CAPI COML DE AUTOM PIMENTA LTDA;CAPI;VARGINHA;MG
1011146;DAYTONA COM E REPRESENTACOES LTDA;DAYTONA;POCOS DE CALDAS;MG
1014129;GUIOMOTO LTDA;GUIOMOTO;SAO LOURENCO;MG
1012320;MAVIMOTO LTDA;MAVIMOTO;IPATINGA;MG
1012487;MOTOGERAL COM  DE MOTOS ACESSORIOS  LTDA;MOTOGERAL;ITAJUBA;MG
1012819;BY MOTO LAVRAS VEICULOS E PEC LTDA;BY MOTO LAVRAS;LAVRAS;MG
1022326;MAVIMOTO LTDA;MAVIMOTO TIMOTEO;TIMOTEO;MG
1022814;BY MOTO LAVRAS VEICULOS E PEC LTDA;BY MOTO OLIVEIRA;OLIVEIRA;MG
1014366;EXXEL BRASILEIRA MOTOS LTDA;EXXEL MOTOS;GUAXUPE;MG
1031899;BRAG MOTO COM DE VEICS E MAQUINAS LTDA;BRAGMOTO EXTREMA;EXTREMA;MG
1032518;MOTOLIDER COMERCIO E REPRESENTACOES LTDA;MOTOLIDER CARANGOLA;CARANGOLA;MG
1015710;MOTOBELLA LTDA;MOTOBELLA;CATAGUASES;MG
1025716;MOTOBELLA LTDA;MOTOBELLA A.PARAIBA;ALEM PARAIBA;MG
1015281;MOTOPLUS COMERCIO DE VEICULOS LTDA;MOTOPLUS;JUIZ DE FORA;MG
1012517;MOTOLIDER COMERCIO REPRESENTACOES LTDA;MOTOLIDER;MURIAE;MG
1016563;RAFA MOTO CARATINGA LTDA;RAFA;CARATINGA;MG
1016814;WERNER MOTOS LTDA;WERNER;MANHUACU;MG
1019341;MOTO STAR T. C. LTDA;MOTOSTAR T CORACOES;TRES CORACOES;MG
1016598;TAOZINHO MOTOS LTDA;TAOZINHO;UBA;MG
1639159;MAVIMOTO LTDA;MAVIMOTO CORONEL;CORONEL FABRICIANO;MG
1600539;INDEPENDENCIA COMERCIO DE MOTOS LTDA;INDEPENDENCIA MOTOS;JUIZ DE FORA;MG
1602351;RAFA MOTO DEL REI LTDA;RAFA DEL REI;SAO JOAO DEL REI;MG
1607415;ALVES E ESTEVEZ COMERCIO MOTOS LTDA;GOLDEN BOA ESPERANCA;BOA ESPERANCA;MG
1618229;BY MOTO SUL DE MINAS VEIC PEC LTDA;BY MOTO SUL;POUSO ALEGRE;MG
1625635;RAFA MOTO BARBACENA LTDA;RAFA BARBACENA;BARBACENA;MG
1631061;ALVES E ESTEVEZ COMERCIO DE MOTOS LTDA;GOLDEN CAMPO BELO;CAMPO BELO;MG
1633189;BY MOTO ALFENAS VEICULOS E PECAS LTDA;BY MOTO ALFENAS;ALFENAS;MG
1634751;INDEPENDENCIA COM DE MOTOS LTDA;INDEPENDENCIA SJ NEP;SAO JOAO NEPOMUCENO;MG
1637217;TAOZINHO MOTOS LTDA;TAOZINHOMOTOS VISCON;VISCONDE DO RIO BRANCO;MG
1638443;TERRA BOA MOTOS PECAS E SERVICOS LTDA;TERRA BOA ITABIRA;ITABIRA;MG
1014439;CARDOSO MOTO LTDA;CARDOSO;UBERLANDIA;MG
1011421;DOMINGOS ZEMA MOTOS LTDA;DOMINGOS ZEMA;ARAXA;MG
1012207;LUCASA COM E REPRESENTACOES LTDA;DUAS RODAS;UBERLANDIA;MG
1012690;MOTOCAR LTDA;MOTOCAR PATOS;PATOS DE MINAS;MG
1012649;MOTO ZEMA LTDA;MOTOZEMA;UBERABA;MG
1015478;COMERCIAL DE VEICULOS ZUM LTDA;MOTOZUM;ITUIUTABA;MG
1029932;ARAMOTO ARAGUARI MOTOS LTDA;ARAMOTO PATROCINIO;PATROCINIO;MG
1017721;JAMES MOTO SHOP LTDA;JAMES MOTO SHOP;JANAUBA;MG
1025457;FARIA MOTOS LTDA;FARIAMOTOS FRUTAL;FRUTAL;MG
